,Title,Author,Average Rating,#Pages,Ratings Count,Publication Date,Language Code,Average Ranking,Log Reg Predicted Rating,Log Reg Ranking,Lin Reg Predicted Rating,Lin Reg Ranking,KNN Reg Predicted Rating,KNN Reg Ranking,KNN Class Predicted Rating,KNN Class Ranking
903,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,3.86,221,513,10/18/2004,eng,4673.0,4,836.0,2.9292013566548074,7111.0,2.6,8312.0,3,2433.0
4140,The Sword of Angels (The Bronze Knight  #3),John Marco,3.9,980,827,7/1/2006,en-US,4673.75,4,3493.0,2.9565071024343825,6563.0,2.8,4342.0,3,4297.0
3451,Complete Novels: The Robber Bridegroom  Delta Wedding  The Ponder Heart  Losing Battles  The Optimist's Daughter,Eudora Welty/Richard Ford/Michael Kreyling,4.17,1012,274,8/1/1998,eng,4674.5,4,2896.0,3.1408208864465124,2485.0,2.8,3908.0,0,9409.0
3995,A Man's Protection,Jayne Castle/Jayne Ann Krentz,3.8800000000000003,186,275,12/31/1982,eng,4674.5,4,3375.0,2.9428542295445954,6866.0,2.8,4252.0,3,4205.0
2504,Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,4.06,144,130,5/5/2005,eng,4675.25,4,2138.0,3.0657300855526812,3983.0,2.8,3386.0,0,9194.0
4223,Gentlemen and Players,Joanne Harris,3.91,422,10511,1/3/2006,eng,4676.5,4,3555.0,2.9633335388792763,6415.0,2.8,4386.0,3,4350.0
2339,Nerve,Dick Francis,4.04,320,3581,9/1/1998,eng,4676.75,4,2003.0,3.052077212662894,4281.0,2.8,3279.0,0,9144.0
3999,Colter: The True Story of the Best Dog I Ever Had,Rick Bass,3.8800000000000003,208,463,6/1/2001,eng,4677.0,4,3378.0,2.9428542295445954,6867.0,2.8,4254.0,3,4209.0
3532,The Idiot,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.18,633,2710,7/8/2003,eng,4677.25,4,2965.0,3.1476473228914057,2344.0,2.8,3968.0,0,9432.0
9586,Lovingkindness: The Revolutionary Art of Happiness,Sharon Salzberg/Jon Kabat-Zinn,4.24,256,4373,12/28/2004,eng,4677.5,4,7783.0,3.1886059415607684,1787.0,2.8,7351.0,4,1789.0
3534,The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,4.18,578,442,1/16/2004,eng,4678.5,4,2967.0,3.1476473228914057,2345.0,2.8,3969.0,0,9433.0
3459,The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures,Anne Fadiman,4.17,341,60656,9/30/1998,eng,4679.0,4,2903.0,3.1408208864465124,2486.0,2.8,3914.0,0,9413.0
677,A Sentimental Education,Gustave Flaubert/Douglas Parmée,3.83,464,105,5/18/2000,eng,4679.5,4,663.0,2.9087220473201265,7512.0,2.6,8250.0,3,2293.0
2519,The Smoke Jumper,Nicholas Evans,4.06,576,28769,7/30/2002,eng,4680.25,4,2149.0,3.0657300855526812,3984.0,2.8,3393.0,0,9195.0
679,Sentimental Education,Gustave Flaubert/Robert Baldick/Geoffrey Wall,3.83,460,13499,2/5/2004,eng,4681.0,4,664.0,2.9087220473201265,7513.0,2.6,8252.0,3,2295.0
9470,Forget Me Not: Photography and Remembrance,Geoffrey Batchen,4.22,128,56,8/3/2006,eng,4681.0,4,7691.0,3.1749530686709804,1980.0,2.8,7283.0,4,1770.0
4403,Fugitive Pieces,Anne Michaels,3.93,304,12209,5/26/1998,eng,4681.5,4,3690.0,2.976986411769064,6104.0,2.8,4470.0,3,4462.0
2627,The Best of Ray Bradbury,Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,4.07,162,308,6/21/2012,eng,4682.0,4,2233.0,3.0725565219975755,3836.0,2.8,3444.0,0,9215.0
2349,Bolt (Kit Fielding  #2),Dick Francis,4.04,288,5043,5/3/2005,eng,4682.25,4,2013.0,3.052077212662894,4282.0,2.8,3287.0,0,9147.0
2919,Where the Bluebird Sings to the Lemonade Springs,Wallace Stegner/T.H. Watkins,4.1,234,1553,4/9/2002,eng,4682.75,4,2458.0,3.0930358313322563,3397.0,2.8,3598.0,0,9278.0
2435,Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,4.05,105,755,12/28/2006,eng,4683.0,4,2086.0,3.058903649107788,4135.0,2.8,3340.0,0,9171.0
3324,You Come Too: Favorite Poems for Readers of All Ages,Robert Frost/Noel Perrin,4.15,92,79,4/1/2002,en-US,4685.0,4,2791.0,3.1271680135567252,2746.0,2.8,3824.0,0,9379.0
772,The Cave,José Saramago/Margaret Jull Costa,3.84,307,7649,10/15/2003,eng,4685.25,4,738.0,2.9155484837650203,7382.0,2.6,8272.0,3,2349.0
9796,The Forbidden (Vampire Huntress  #5),L.A. Banks,4.27,490,2133,6/27/2006,eng,4686.5,4,7950.0,3.209085250895449,1489.0,2.8,7473.0,4,1834.0
9408,Wicked Sacrifice (Bound Hearts  #4-5),Lora Leigh,4.21,290,2128,11/30/2006,eng,4687.0,4,7649.0,3.168126632226087,2087.0,2.8,7251.0,4,1761.0
9677,The Secret Garden Coloring Book,Brian Doherty/Frances Hodgson Burnett/Thea Kliros,4.25,48,4,7/16/2014,eng,4687.75,4,7848.0,3.1954323780056617,1694.0,2.8,7403.0,4,1806.0
608,Charles Dickens,Jane Smiley,3.82,224,552,5/13/2002,eng,4688.0,4,611.0,2.9018956108752327,7660.0,2.6,8228.0,3,2253.0
777,La caverna,José Saramago/Pilar del Río,3.84,441,842,2/1/2003,spa,4688.75,4,743.0,2.9155484837650203,7383.0,2.6,8275.0,3,2354.0
2651,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,432,317,2/15/1987,eng,4690.0,4,2248.0,3.0725565219975755,3837.0,2.8,3455.0,0,9220.0
2287,The Erotic Phenomenon,Jean-Luc Marion/Stephen E. Lewis,4.03,248,75,11/15/2006,eng,4690.25,4,1956.0,3.0452507762180008,4447.0,2.8,3237.0,0,9121.0
4097,A House Divided (House of Earth  #3),Pearl S. Buck,3.89,348,2849,1/1/2006,eng,4690.75,4,3458.0,2.9496806659894887,6720.0,2.8,4320.0,3,4265.0
3334,Ada  or Ardor: A Family Chronicle,Vladimir Nabokov/Fatih Özgüven,4.15,604,7927,2/19/1990,eng,4691.0,4,2801.0,3.1271680135567252,2747.0,2.8,3833.0,0,9383.0
2564,Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,4.06,223,110,1/17/2005,eng,4692.25,4,2174.0,3.0657300855526812,3985.0,2.8,3410.0,0,9200.0
3650,A Little Prairie House,Laura Ingalls Wilder/Renée Graef,4.19,32,1561,3/21/1999,eng,4693.75,4,3063.0,3.1544737593363,2229.0,2.8,4031.0,0,9452.0
4931,Gravitation #2,Maki Murakami,3.99,208,10,6/30/2004,spa,4694.0,4,4100.0,3.017945030438426,5134.0,2.8,4761.0,3,4781.0
9576,Orlando Furioso: Part Two,Ludovico Ariosto/Barbara Reynolds,4.23,800,133,9/29/1977,eng,4695.0,4,7774.0,3.1817795051158746,1877.0,2.8,7342.0,4,1787.0
9875,The Mystical Poems of Rumi 1: First Selection  Poems 1-200,Rumi/A.J. Arberry,4.28,208,114,3/15/1974,eng,4696.75,4,8015.0,3.215911687340343,1406.0,2.8,7519.0,4,1847.0
2954,For One More Day,Mitch Albom,4.1,197,113593,9/26/2006,eng,4697.75,4,2484.0,3.0930358313322563,3398.0,2.8,3618.0,0,9291.0
9929,Goodman & Gilman's the Pharmacological Basis of Therapeutics,Laurence L. Brunton/John S. Lazo/Keith  L. Parker,4.29,2021,185,9/21/2005,eng,4698.5,4,8060.0,3.222738123785237,1326.0,2.8,7550.0,4,1858.0
9521,Mark Twain: Selected Works,Mark Twain,4.22,690,41,10/2/1990,eng,4699.5,4,7730.0,3.1749530686709804,1981.0,2.8,7308.0,4,1779.0
2302,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,4.03,64,59,3/21/1998,eng,4699.75,4,1970.0,3.0452507762180008,4448.0,2.8,3251.0,0,9130.0
634,The Long Goodbye: Memories of My Father,Patti   Davis,3.82,205,214,10/1/2005,eng,4699.75,4,629.0,2.9018956108752327,7661.0,2.6,8240.0,3,2269.0
9774,Love Poems,Nikki Giovanni,4.26,96,1743,2/14/1997,eng,4701.0,4,7931.0,3.2022588144505555,1588.0,2.8,7458.0,4,1827.0
9639,You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,4.24,320,12358,6/5/1986,eng,4701.0,4,7829.0,3.1886059415607684,1788.0,2.8,7384.0,4,1803.0
2390,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.04,302,17939,4/9/2002,eng,4701.5,4,2048.0,3.052077212662894,4283.0,2.8,3316.0,0,9159.0
3595,Clea (The Alexandria Quartet #4),Lawrence Durrell,4.18,288,1896,7/12/1991,en-US,4701.75,4,3017.0,3.1476473228914057,2346.0,2.8,4002.0,0,9442.0
2480,The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,4.05,224,977,3/12/1964,eng,4702.0,4,2117.0,3.058903649107788,4136.0,2.8,3370.0,0,9185.0
2391,Comfort Me With Apples,Ruth Reichl,4.04,299,15,1/1/2001,eng,4702.5,4,2049.0,3.052077212662894,4284.0,2.8,3317.0,0,9160.0
4542,Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,3.94,335,26085,9/1/2001,eng,4702.75,4,3793.0,2.983812848213957,5926.0,2.8,4540.0,3,4552.0
3432,For the Time Being,Annie Dillard,4.16,205,3172,2/8/2000,en-US,4703.0,4,2880.0,3.1339944500016186,2634.0,2.8,3895.0,0,9403.0
641,Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,3.82,192,1555,6/12/1997,eng,4703.5,4,636.0,2.9018956108752327,7662.0,2.6,8242.0,3,2274.0
895,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,3.85,389,5,3/15/2003,eng,4703.75,4,829.0,2.922374920209914,7252.0,2.6,8307.0,3,2427.0
4049,Organic Church: Growing Faith Where Life Happens,Neil Cole/Leonard Sweet,3.8800000000000003,237,847,9/8/2005,en-US,4704.0,4,3418.0,2.9428542295445954,6868.0,2.8,4290.0,3,4240.0
4544,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,3.94,2,52,11/5/2001,eng,4704.0,4,3794.0,2.983812848213957,5927.0,2.8,4541.0,3,4554.0
9895,Illuminata: A Return to Prayer,Marianne Williamson,4.28,301,2551,11/1/1995,eng,4705.0,4,8033.0,3.215911687340343,1407.0,2.8,7528.0,4,1852.0
3306,The Blue and Brown Books,Ludwig Wittgenstein/Rush Rhees,4.14,208,2027,1/1/1965,en-US,4705.0,4,2774.0,3.120341577111831,2865.0,2.8,3810.0,0,9371.0
4953,The Gambler/Bobok/A Nasty Story,Fyodor Dostoyevsky/Jessie Coulson,3.99,240,576,5/27/1966,en-US,4705.5,4,4118.0,3.017945030438426,5135.0,2.8,4773.0,3,4796.0
5053,The Phenomenology of Mind  Volume II,Georg Wilhelm Friedrich Hegel/James Black Baillie,4.0,372,1,2/16/2006,ger,4705.5,4,4209.0,3.0247714668833194,4937.0,2.8,4835.0,3,4841.0
5217,On Being Ill,Virginia Woolf/Hermione Lee,4.02,63,1083,10/1/2002,eng,4705.75,4,4336.0,3.0384243397731066,4629.0,2.8,4927.0,3,4931.0
3681,Nemean Odes. Isthmian Odes. Fragments,Pindar/William H. Race,4.19,480,35,4/15/1997,mul,4706.25,4,3089.0,3.1544737593363,2230.0,2.8,4045.0,0,9461.0
2975,The Town,William Faulkner,4.1,371,1253,2/12/1961,eng,4706.5,4,2504.0,3.0930358313322563,3399.0,2.8,3629.0,0,9294.0
2698,In Cold Blood,Truman Capote/Bob Colacello,4.07,343,3266,3/5/2002,eng,4706.75,4,2281.0,3.0725565219975755,3838.0,2.8,3477.0,0,9231.0
9662,A Bite to Remember (Argeneau #5),Lynsay Sands,4.24,362,17710,6/27/2006,eng,4707.25,4,7840.0,3.1886059415607684,1789.0,2.8,7395.0,4,1805.0
2404,Touch & Feel: Animals Boxed Set,Jennifer Quasha/Deni Brown/Dawn Sirett,4.04,36,24,2/15/2003,eng,4708.0,4,2059.0,3.052077212662894,4285.0,2.8,3323.0,0,9165.0
4875,The Darker Nations: A People's History of the Third World,Vijay Prashad/Howard Zinn,3.98,384,659,2/19/2007,eng,4708.0,4,4054.0,3.011118593993532,5295.0,2.8,4730.0,3,4753.0
9901,Bittersweet: Recipes and Tales from a Life in Chocolate,Alice Medrich/Deborah Jones,4.28,378,359,11/15/2003,eng,4708.5,4,8039.0,3.215911687340343,1408.0,2.8,7534.0,4,1853.0
9905,The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Peter Reinhart/Ron Manville,4.28,320,8552,11/14/2001,eng,4710.5,4,8042.0,3.215911687340343,1409.0,2.8,7536.0,4,1855.0
4218,Alfred Hitchcock and the Making of Psycho,Stephen Rebello,3.9,224,13,1/1/1998,en-GB,4711.25,4,3551.0,2.9565071024343825,6564.0,2.8,4385.0,3,4345.0
3693,Vinyl Cafe Diaries (Vinyl Cafe  #4),Stuart McLean,4.19,302,924,11/28/2003,eng,4711.75,4,3099.0,3.1544737593363,2231.0,2.8,4052.0,0,9465.0
4391,More Sideways Arithmetic from Wayside School (Wayside School #2.6),Louis Sachar,3.92,112,856,9/1/1994,eng,4713.25,4,3679.0,2.9701599753241696,6256.0,2.8,4463.0,3,4455.0
3254,Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,4.13,528,777,10/26/2004,eng,4713.5,4,2730.0,3.1135151406669372,2989.0,2.8,3778.0,0,9357.0
2918,All the Little Live Things,Wallace Stegner,4.09,345,2595,12/1/1991,eng,4713.5,4,2457.0,3.0862093948873626,3523.0,2.8,3597.0,0,9277.0
9681,Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books,William   Anderson/Leslie A.  Kelly,4.24,120,91,12/1/1995,eng,4714.0,4,7852.0,3.1886059415607684,1790.0,2.8,7407.0,4,1807.0
9490,The Lion  the Witch and the Wardrobe (Chronicles of Narnia #2),C.S. Lewis/Pauline Baynes,4.21,189,652,10/25/2005,eng,4715.0,4,7707.0,3.168126632226087,2088.0,2.8,7292.0,4,1773.0
9491,The Lion  the Witch and the Wardrobe (Narnia),C.S. Lewis/Pauline Baynes,4.21,189,59,10/4/2005,en-US,4716.0,4,7708.0,3.168126632226087,2089.0,2.8,7293.0,4,1774.0
9628,If Beale Street Could Talk,James Baldwin,4.23,197,19731,10/10/2006,eng,4717.75,4,7818.0,3.1817795051158746,1878.0,2.8,7375.0,4,1800.0
10132,Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,4.32,411,9426,10/15/1994,eng,4718.0,4,8208.0,3.2432174331199177,1130.0,2.8,7652.0,4,1882.0
4898,The Trial,Franz Kafka/Max Brod/Willa Muir/Edwin Muir,3.98,255,168300,4/9/2001,eng,4718.25,4,4070.0,3.011118593993532,5296.0,2.8,4739.0,3,4768.0
4900,The Trial,Franz Kafka/Breon Mitchell/Arthur H. Samuelson,3.98,276,4086,5/25/1999,eng,4719.5,4,4072.0,3.011118593993532,5297.0,2.8,4740.0,3,4769.0
3094,Die Geisha,Arthur Golden,4.11,573,314,2/1/2000,ger,4721.0,4,2603.0,3.09986226777715,3255.0,2.8,3697.0,0,9329.0
9758,The Cabinet of Curiosities (Pendergast  #3),Douglas Preston/Lincoln Child,4.25,629,34650,6/1/2003,eng,4721.75,4,7918.0,3.1954323780056617,1695.0,2.8,7450.0,4,1824.0
1033,Sharp Edges,Jayne Ann Krentz,3.86,368,2792,7/27/2004,eng,4724.25,4,945.0,2.9292013566548074,7112.0,2.6,8336.0,3,2504.0
2841,The Three Musketeers (Great Illustrated Classics),Malvina G. Vogel/Alexandre Dumas,4.08,236,1379,12/3/2005,eng,4725.25,4,2395.0,3.0793829584424692,3694.0,2.8,3554.0,0,9258.0
9520,Letters from the Earth: Uncensored Writings,Mark Twain/Bernard DeVoto/Henry Nash Smith,4.21,321,6568,2/17/2004,eng,4726.0,4,7729.0,3.168126632226087,2090.0,2.8,7307.0,4,1778.0
4094,The Leatherstocking Tales  Vol. 1: The Pioneers / The Last of the Mohicans / The Prairie,James Fenimore Cooper/Blake Nevius,3.8800000000000003,1347,348,7/1/1985,eng,4726.25,4,3455.0,2.9428542295445954,6869.0,2.8,4319.0,3,4262.0
9587,Kaplan & Sadock's Synopsis of Psychiatry: Behavioral Sciences/Clinical Psychiatry,Benjamin James Sadock/Virginia Alcott Sadock,4.22,1500,246,12/16/2002,eng,4727.0,4,7784.0,3.1749530686709804,1982.0,2.8,7352.0,4,1790.0
10018,The Full Box (Full  #1-4),Janet Evanovich/Charlotte Hughes,4.29,0,101,2/16/2016,eng,4727.25,4,8121.0,3.222738123785237,1327.0,2.8,7591.0,4,1870.0
3113,Short Cuts: Selected Stories,Raymond Carver/Robert Altman,4.11,157,4455,9/14/1993,eng,4728.0,4,2620.0,3.09986226777715,3256.0,2.8,3705.0,0,9331.0
3352,Return to Ithaca (Tales from the Odyssey  #5),Mary Pope Osborne/Troy Howell,4.14,112,280,10/1/2004,eng,4728.25,4,2815.0,3.120341577111831,2866.0,2.8,3846.0,0,9386.0
9713,Discovering Great Artists: Hands-On Art for Children in the Styles of the Great Masters,MaryAnn F. Kohl/Kim Solga/Rebecca Van Slyke,4.24,144,400,5/1/1997,eng,4729.5,4,7882.0,3.1886059415607684,1791.0,2.8,7427.0,4,1818.0
4507,Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,3.93,277,583,6/12/2007,en-US,4729.5,4,3762.0,2.976986411769064,6105.0,2.8,4521.0,3,4530.0
880,The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,128,2061,11/3/2003,eng,4729.75,4,820.0,2.9155484837650203,7384.0,2.6,8299.0,3,2416.0
3118,The Vintage Book of Contemporary American Short Stories,Tobias Wolff,4.11,576,1227,9/6/1994,eng,4731.0,4,2625.0,3.09986226777715,3257.0,2.8,3709.0,0,9333.0
2661,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,284,4315,5/4/1999,eng,4731.75,4,2256.0,3.0657300855526812,3986.0,2.8,3461.0,0,9224.0
4925,Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,Paul  Collins,3.98,320,513,5/3/2002,eng,4732.0,4,4095.0,3.011118593993532,5298.0,2.8,4757.0,3,4778.0
617,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,320,6146,9/16/2002,eng,4732.25,4,617.0,2.8950691744303394,7820.0,2.6,8233.0,3,2259.0
2662,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,397,308840,12/26/2006,eng,4732.75,4,2257.0,3.0657300855526812,3987.0,2.8,3462.0,0,9225.0
4105,The Red and the Black,Stendhal/Burton Raffel/Diane Johnson,3.8800000000000003,560,327,5/11/2004,eng,4733.0,4,3466.0,2.9428542295445954,6870.0,2.8,4326.0,3,4270.0
4106,Red and Black,Stendhal/Robert M. Adams,3.8800000000000003,572,53,3/1/1969,eng,4734.0,4,3467.0,2.9428542295445954,6871.0,2.8,4327.0,3,4271.0
4606,Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,3.94,605,2080,12/31/2002,eng,4734.25,4,3847.0,2.983812848213957,5928.0,2.8,4572.0,3,4590.0
3593,The Alexandria Quartet  (The Alexandria Quartet #1-4),Lawrence Durrell,4.17,884,10050,12/1/1991,eng,4735.75,4,3015.0,3.1408208864465124,2487.0,2.8,4000.0,0,9441.0
3041,Existentialists and Mystics: Writings on Philosophy and Literature,Iris Murdoch/George Steiner/Peter J. Conradi,4.1,576,184,7/1/1999,eng,4736.0,4,2559.0,3.0930358313322563,3400.0,2.8,3668.0,0,9317.0
2376,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,445,24792,5/29/2001,en-US,4736.5,4,2036.0,3.0452507762180008,4449.0,2.8,3306.0,0,9155.0
2973,Selected Short Stories,William Faulkner,4.09,320,1017,5/18/1993,eng,4736.75,4,2502.0,3.0862093948873626,3524.0,2.8,3628.0,0,9293.0
3446,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,4.15,400,8721,3/1/1989,eng,4737.75,4,2891.0,3.1271680135567252,2748.0,2.8,3904.0,0,9408.0
985,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,400,3457,2/1/2001,eng,4739.5,4,907.0,2.922374920209914,7253.0,2.6,8325.0,3,2473.0
1145,Don Quixote,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,3.8699999999999997,940,4956,4/26/2005,eng,4740.25,4,1027.0,2.936027793099701,6971.0,2.6,8374.0,3,2589.0
2781,The World's Religions,Huston Smith,4.07,416,8741,9/13/1991,eng,4740.25,4,2348.0,3.0725565219975755,3839.0,2.8,3527.0,0,9247.0
826,Snow Falling On Cedars,David Guterson,3.83,404,588,10/21/1999,eng,4741.0,4,778.0,2.9087220473201265,7514.0,2.6,8289.0,3,2383.0
1146,Don Quixote,Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría,3.8699999999999997,1023,160911,2/25/2003,eng,4741.25,4,1028.0,2.936027793099701,6972.0,2.6,8375.0,3,2590.0
10117,The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,4.3,397,653,8/15/1997,eng,4741.75,4,8197.0,3.22956456023013,1249.0,2.8,7642.0,4,1879.0
4694,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,3.9500000000000006,482,233,8/19/1992,eng,4742.0,4,3909.0,2.9906392846588514,5785.0,2.8,4626.0,3,4648.0
1147,Don Quixote,Miguel de Cervantes Saavedra/Walter Starkie,3.8699999999999997,544,71,6/3/2003,en-US,4742.25,4,1029.0,2.936027793099701,6973.0,2.6,8376.0,3,2591.0
828,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,480,1397,5/10/1999,en-US,4742.25,4,780.0,2.9087220473201265,7515.0,2.6,8290.0,3,2384.0
9750,Power  Sex  Suicide: Mitochondria and the Meaning of Life,Nick Lane,4.24,354,2221,12/1/2006,eng,4742.75,4,7911.0,3.1886059415607684,1792.0,2.8,7445.0,4,1823.0
10178,From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texas,John Graves/Glenn Wolff/Bill Wittliff,4.31,256,67,5/19/2004,eng,4743.25,4,8239.0,3.236390996675024,1177.0,2.8,7671.0,4,1886.0
1148,Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes,3.8699999999999997,1168,393,4/10/2001,eng,4743.25,4,1030.0,2.936027793099701,6974.0,2.6,8377.0,3,2592.0
3522,The Active Side of Infinity,Carlos Castañeda,4.16,288,1952,12/22/1999,eng,4743.5,4,2955.0,3.1339944500016186,2635.0,2.8,3958.0,0,9426.0
744,Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,104,39,4/16/1998,eng,4744.0,4,715.0,2.9018956108752327,7663.0,2.6,8268.0,3,2330.0
1149,Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam,3.8699999999999997,240,275,4/18/1984,eng,4744.25,4,1031.0,2.936027793099701,6975.0,2.6,8378.0,3,2593.0
3396,The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen/Charles Larson/Marita Golden,4.14,278,824,11/6/2001,eng,4744.75,4,2849.0,3.120341577111831,2867.0,2.8,3872.0,0,9391.0
4460,The Awakening and Selected Stories,Kate Chopin/Cynthia Brantley Johnson/Alyssa  Harad,3.92,296,9459,7/1/2004,eng,4745.25,4,3728.0,2.9701599753241696,6257.0,2.8,4495.0,3,4501.0
746,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,102,6,4/3/1997,eng,4745.5,4,717.0,2.9018956108752327,7664.0,2.6,8269.0,3,2332.0
5298,'Salem's Lot,Stephen King/Ron McLarty,4.02,0,56,1/19/2004,en-US,4746.75,4,4403.0,3.0384243397731066,4630.0,2.8,4977.0,3,4977.0
2803,Not So Big House,Sarah Susanka/Kira Obolensky,4.07,208,1327,4/20/2001,eng,4747.0,4,2363.0,3.0725565219975755,3840.0,2.8,3535.0,0,9250.0
2604,Still Life with Woodpecker,Tom Robbins,4.05,288,63155,4/9/2001,eng,4747.0,4,2210.0,3.058903649107788,4137.0,2.8,3432.0,0,9209.0
4632,The Castle of  the Silver Wheel,Teresa Edgerton,3.94,278,89,2/1/1993,eng,4747.5,4,3866.0,2.983812848213957,5929.0,2.8,4588.0,3,4607.0
5299,El misterio de Salem's Lot,Stephen King/Marta I. Guastavino,4.02,509,16,12/17/2002,spa,4747.75,4,4404.0,3.0384243397731066,4631.0,2.8,4978.0,3,4978.0
4214,Portraits of Murder: 47 Short Stories Chosen by the Master of Suspense,Alfred Hitchcock/Don Tothe,3.89,512,81,8/1/2005,en-US,4748.0,4,3547.0,2.9496806659894887,6721.0,2.8,4382.0,3,4342.0
2403,Feel the Fear . . . and Do It Anyway,Susan  Jeffers,4.03,217,506,12/26/2006,eng,4748.5,4,2058.0,3.0452507762180008,4450.0,2.8,3322.0,0,9164.0
5300,'Salem's Lot,Stephen King,4.02,817,18,8/1/1976,eng,4748.75,4,4405.0,3.0384243397731066,4632.0,2.8,4979.0,3,4979.0
3162,The Bachman Books: Four Early Novels by Stephen King,Stephen King/Richard Bachman,4.11,692,1098,10/4/1985,eng,4749.0,4,2662.0,3.09986226777715,3258.0,2.8,3734.0,0,9342.0
9767,Grand Finales: A Modernist View of Plated Desserts,Tish Boyle/Timothy Moriarty,4.24,288,17,11/7/1997,eng,4749.25,4,7925.0,3.1886059415607684,1793.0,2.8,7454.0,4,1825.0
4639,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,3.94,262,10249,4/1/2005,eng,4750.5,4,3869.0,2.983812848213957,5930.0,2.8,4590.0,3,4613.0
3257,The Line Between,Peter S. Beagle,4.12,231,707,8/15/2006,eng,4750.75,4,2732.0,3.106688704222044,3132.0,2.8,3780.0,0,9359.0
1164,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,3.8699999999999997,460,38915,3/2/2004,eng,4750.75,4,1043.0,2.936027793099701,6976.0,2.6,8382.0,3,2602.0
4802,Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George III,3.9599999999999995,390,206,11/28/2006,eng,4751.5,4,3993.0,2.9974657211037443,5606.0,2.8,4681.0,3,4726.0
